1 00:00:03,946 --> 00:00:05,368 Speaker SPEAKER_01: 嗨，大家好。
1165 01:40:10,265 --> 01:40:21,856 说话人 SPEAKER_05：负责任的 AI 框架，有很多框架，我认为几年前有人估计，从国家到企业，大约有 300 个框架。
1166 01:40:21,877 --> 01:40:29,904 说话人 SPEAKER_05：我认为对每家公司来说，建立一个负责任的框架非常重要。
1167 01:40:29,925 --> 01:40:34,770 说话人 SPEAKER_05：你可以借鉴很多东西，甚至 Radical 也在做。
1168 01:40:34,750 --> 01:40:47,305 说话者 SPEAKER_05：构建一个并创建你相信的价值框架，并认识到人工智能产品是一个系统。
1169 01:40:47,425 --> 01:41:03,103 说话者 SPEAKER_05：所以从上游定义问题、数据集、数据完整性、你如何构建模型、部署以及创建一个多利益相关者生态系统或多利益相关者
1170 01:41:03,082 --> 01:41:11,792 说话者 SPEAKER_05：无论哪个团队帮助你构建这个负责任的框架，并建立合作伙伴关系。
1171 01:41:11,912 --> 01:41:24,185 说话者 SPEAKER_05：与公共部门如学术界如我们这样的合作伙伴关系，与关心不同维度从隐私到偏见到这一点的民间社会合作伙伴关系。
1172 01:41:24,706 --> 01:41:27,588 说话人 SPEAKER_05: 所以真正尝试去
1173 01:41:27,569 --> 01:41:36,786 说话人 SPEAKER_05: 两者都有作为公司的观点，但也是生态系统的一部分，并与拥有这种知识的人合作。
1174 01:41:37,546 --> 01:41:40,792 说话人 SPEAKER_05: 所以这是我的当前建议。
1175 01:41:40,813 --> 01:41:42,596 说话人 SPEAKER_10: 我会补充这一点。
1176 01:41:42,617 --> 01:41:45,983 说话人 SPEAKER_12: 不，这比我能给出的答案要好得多，所以。
1177 01:41:46,002 --> 01:41:47,045 说话人 SPEAKER_10: 我只是补充一点。
1178 01:41:47,085 --> 01:41:51,011 说话人 SPEAKER_10: 关于 Fei-Fei 提到的与对此感兴趣的人合作，我认为
1179 01:41:51,515 --> 01:41:56,641 说话人 SPEAKER_10: 投资界有人在思考并引领这一领域。
1180 01:41:57,444 --> 01:42:03,412 说话人 SPEAKER_10: 在我们的案例中，Radical，我们在每个条款中都写入了公司采用负责任 AI 的义务。
1181 01:42:05,314 --> 01:42:08,099 说话人 SPEAKER_10: 刚开始我们这样做的时候，有些阅读条款的律师会问，这是什么？
1182 01：42：08,158 --> 01：42：09,902 议长 SPEAKER_10：我试着把它划掉，但我们把它放回去了。
1183 01:42:10,643 --> 01:42:15,750 说话人 SPEAKER_10: 但我们也在开发一个负责任的 AI 投资框架，我们即将发布
1184 01:42:15,916 --> 01:42:20,140 说话人 SPEAKER_10: 我们将与全球多个不同组织广泛合作
1185 01:42:21,082 --> 01:42:26,027 说话人 SPEAKER_10: 在过去四年中，我们已与 7000 家 AI 公司会面，我想我们投资了大约 40 家
1186 01:42:26,226 --> 01:42:34,095 说话人 SPEAKER_10: 因此，我们看到了很多，并试图构建一个其他人可以继续使用的框架，我们将开源它，以便我们能够开发它并使其更好
1187 01:42:34,195 --> 01:42:40,302 说话人 SPEAKER_10: 我认为许多公司可以通过联系那些有相似想法的人来做很多事情。
1188 01:42:41,025 --> 01:42:42,006 说话人 SPEAKER_10: 你还想问其他问题吗？
1189 01:42:42,167 --> 01:42:42,528 说话人 SPEAKER_03: 是的，太好了。
1190 01:42:42,547 --> 01:42:46,233 说话人 SPEAKER_03: 有很多问题，不幸的是我们只能回答其中几个。
1191 01:42:46,252 --> 01:42:56,427 说话人 SPEAKER_03：但是基于这一点，很多问题都与与产业的关系有关，考虑到产业和私营部门在模型开发中扮演的巨大角色。
1192 01:42:56,908 --> 01:43:05,380 说话人 SPEAKER_03：甚至有人问，研究人员和不同的工程角色今天是否也应该学习管理课程？
1193 01:43:08,953 --> 01:43:15,421 说话人 SPEAKER_12：我必须告诉你一个我在谷歌时的故事。
1194 01:43:16,181 --> 01:43:23,009 说话人 SPEAKER_12：我管理一个小团队，我们每六个月都会收到我们员工的报告。
1195 01:43:23,909 --> 01:43:36,384 说话人 SPEAKER_12: 我收到的一份报告是，Jeff 很好相处，但他可能需要参加一些管理课程。
1196 01:43:36,764 --> 01:43:38,286 说话人 SPEAKER_12: 但那样他就不再是 Jeff 了。
1197 01:43:40,662 --> 01:43:42,203 说话人 SPEAKER_12: 我对管理课程的感觉就是这样。
1198 01:43:49,256 --> 01:43:52,581 说话人 SPEAKER_05: 我没有比这更好的故事了。
1199 01:43:52,600 --> 01:43:54,103 说话人 SPEAKER_10: 我们还剩下大约一分半钟的时间。
1200 01:43:54,163 --> 01:43:57,509 说话人 SPEAKER_10: 那么如果我们能的话，也许我们可以在房间里再进行一个。
1201 01:43:59,591 --> 01:44:00,052 说话人 SPEAKER_10: 让我们看看。
1202 01:44:00,092 --> 01:44:01,135 说话人 SPEAKER_10: 你想接手吗？
1203 01:44:01,515 --> 01:44:02,155 说话人 SPEAKER_10: 嗯。
1204 01:44:02,216 --> 01:44:02,978 说话人 SPEAKER_10: 不，在你旁边。
1205 01:44:03,438 --> 01:44:03,759 说话人 SPEAKER_10: 对不起。
1206 01:44:06,603 --> 01:44:07,024 说话人 SPEAKER_10: 好的。
1207 01:44:08,033 --> 01:44:10,717 说话人 SPEAKER_10: 我们希望尽快提问，然后我们会得到一个快速的回答。
1208 01:44:10,738 --> 01:44:11,137 说话人 SPEAKER_07: 谢谢。
1209 01:44:12,060 --> 01:44:12,900 说话人 SPEAKER_07: 很高兴来到这里。
1210 01:44:13,001 --> 01:44:14,304 说话人 SPEAKER_07: 很高兴见到你，Fei-Fei。
1211 01:44:14,323 --> 01:44:15,565 说话人 SPEAKER_07：我的名字叫高丽莎。
1212 01:44:15,685 --> 01:44:16,426 说话人 SPEAKER_07：我在 Cohere 工作。
1213 01:44:16,847 --> 01:44:28,707 说话人 SPEAKER_07：所以我的问题是，从私营部门的视角来看，我们与所有人合作，将自然语言处理、大型语言模型推广到更广泛的社会。
1214 01:44:28,688 --> 01:44:42,515 说话人 SPEAKER_07：在具体的公共部门和研究机构、大学，那里有很多人才、很多数据，我们如何找到一种互利的关系，我们可以贡献，他们也可以贡献？
1215 01:44:42,835 --> 01:44:44,037 说话人 SPEAKER_07: 谢谢。
1216 01:44:44,198 --> 01:44:45,279 说话人 SPEAKER_12: 给他们一些钱。
1217 01:44:53,613 --> 01:44:55,676 说话人 SPEAKER_05: 或者 H100s。
1218 01:44:56,779 --> 01:44:57,860 说话人 SPEAKER_05: 我们选 H100。
1219 01:44:58,121 --> 01:45:00,145 说话人 SPEAKER_05：但是，这非常重要。
1220 01:45:00,324 --> 01:45:06,456 说话人 SPEAKER_05：我提倡公共部门投资，但实际上我可能更倾向于提倡合作。
1221 01:45:06,596 --> 01:45:12,346 说话人 SPEAKER_05: 我们需要政府、私营部门和公共部门共同努力。
1222 01:45:12,327 --> 01:45:19,238 说话人 SPEAKER_05: 在斯坦福 HAI 的过去四年里，我们主要做的一件事就是创建一个产业生态系统。
1223 01:45:19,840 --> 01:45:22,985 说话人 SPEAKER_05: 我们可以私下讨论很多细节。
1224 01:45:23,145 --> 01:45:29,356 说话人 SPEAKER_05: 但是如果我和大学领导人或高等教育机构谈话，那就是……
1225 01:45:29,337 --> 01:45:31,099 说话人 SPEAKER_05: 我认为我们需要接受这一点。
1226 01:45:31,158 --> 01:45:32,962 说话人 SPEAKER_05: 我们需要负责任地接受这一点。
1227 01:45:32,981 --> 01:45:38,029 说话人 SPEAKER_05: 人们对这事的称呼可能不同，但我认为这个生态系统非常重要。
1228 01:45:38,088 --> 01:45:39,390 说话人 SPEAKER_05: 双方都很重要。
1229 01:45:39,810 --> 01:45:40,993 说话人 SPEAKER_05: 建立那种伙伴关系。
1230 01:45:41,393 --> 01:45:44,497 说话人 SPEAKER_05: 成为彼此的责任伙伴。
1231 01:45:44,997 --> 01:45:46,980 说话人 SPEAKER_05: 资源是一个大问题。
1232 01:45:48,542 --> 01:45:49,944 说话人 SPEAKER_05: 我们会感激的。
1233 01:45:51,122 --> 01:45:51,703 说话人 SPEAKER_10: 谢谢。
1234 01:45:51,724 --> 01:45:53,608 说话人 SPEAKER_10: 好的，就这样，我们的时间正好用完了。
1235 01:45:54,970 --> 01:45:55,832 说话人 SPEAKER_10: 我想感谢你们两位。
1236 01:45:56,432 --> 01:46:04,247 说话人 SPEAKER_10: 我感到非常荣幸，总是能够把你们两位称为朋友，Feifei，你是我的合作伙伴，Jeff，你是我的投资者，并且能够和你们私下里进行这些对话。
1237 01:46:04,328 --> 01:46:08,996 主持人：很高兴把你们两位请到一起，让其他人也能听到你们要说的内容。
1238 01:46:09,015 --> 01:46:11,000 主持人：非常感谢你们两位接受这次采访。
1239 01:46:12,342 --> 01:46:14,667 主持人：希望这次采访对你们和我都有所启发。
1240 01:46:23,759 --> 01:46:28,387 主持人：接下来，我们将把话筒交给多伦多大学艺术与科学学院院长 Melanie Wooden，非常感谢 Jordan。
1241 01:46:28,828 --> 01:46:40,992 主持人：所以 Jeff、Fei-Fei 和 Jordan，代表今晚在火星现场以及在线加入的数千人，我们对今晚这样深刻的对话深表感激。
1242 01:46:41,899 --> 01:46:52,175 主持人：我可以这么说，我想我们很多人都知道，成为大学社区的一员，提供了无尽的参与对话和讲座的机会。
1243 01:46:52,295 --> 01:46:56,360 主持人：作为文理学院院长，我有幸参加其中许多活动。
1244 01:46:57,082 --> 01:47:03,029 主持人：但我可以毫不犹豫地说，今晚的对话确实是无与伦比的。
1245 01:47:03,010 --> 01:47:07,060 说话人 SPEAKER_00：当然，这次对话 couldn't be more timely.
1246 01:47:07,702 --> 01:47:13,475 说话人 SPEAKER_00：杰夫，当你向世界分享你对超级智能威胁的担忧时，
1247 01:47:13,860 --> 01:47:27,564 说话人 SPEAKER_00：我们都听了，我们都尽力去理解这个复杂的问题，无论是阅读观点文章，观看你的视频，还是阅读长篇新闻报道，我们都真的尽力去理解你告诉我们的内容。
1248 01:47:28,204 --> 01:47:37,640 说话人 SPEAKER_00：所以直接从你和你这里听到 Fei-Fei，她现在已经花费了很多年领导以人为中心的 AI 的发展，这真的是非常有力的。
1249 01:47:37,621 --> 01:47:47,157 说话人 SPEAKER_00：因此，感谢两位，感谢今天下午来参加的各位，还要特别感谢使今晚成为可能的 Radical Ventures 和其他合作伙伴。
1250 01:47:47,176 --> 01:47:55,270 说话人 SPEAKER_00：那么，讲座到此结束，我们邀请在场的各位到大厅去享用一些小吃。
1251 01:47:55,511 --> 01:47:56,472 说话人 SPEAKER_00：感谢大家的参与。
